No;username;komentar;pariwisata;kategori
422;Otnielreza;Pantai bagus, jernih, ujung pulau Jawa. Tidak kalah dengan pantai di pulau Bali.  Suasana sangat enak untuk rekreasi, sudah di bangun beberapa fasilitas penunjang untuk para wisatawan. ;4;1
423;Muhammad Ivan M;saya kesini bulan Mei 2017, tapi ternyata ada pembangunan pantai. sayangnya, saat saya bertanya pada penjaga, ada pantai yang dekat dengan pantai 4. saat pergi kesana, sampah dimana mana, padahal beberapa kapal nelayan berlabuh disana. sayang sekali :(;4;2
424;Ratih Rachma Islami;saya kesini bulan Mei 2017, tapi ternyata ada pembangunan pantai. sayangnya, saat saya bertanya pada penjaga, ada pantai yang dekat dengan pantai 4. saat pergi kesana, sampah dimana mana, padahal beberapa kapal nelayan berlabuh disana. sayang sekali :(;4;2
425;karizkeke;Salah satu tempat wisata yang mudah dan murah. Terletak di tengah kota Banyuwangi. Tempat parkir luas. Tersedia beberapa tempat makan. Ada tempat duduk dengan payung besar. Bisa olahraga juga di sini. Pagi hari di sini buat liat sunrise sekalian ngajak anak main pasir. Seruu;4;1
426;sriwahyuni;pantai paling dekat dari pusat kota ( taman blambangan dan sri tanjung), biaya masuk Rp. 5000 ;4;3
427;Harib F;Kedekatan Pantai 4 dengan Kota Banyuwangi menjadikan pantai ini banyak dikunjungi wisatawan lokal. Pantainya hitam, langsung menghadap pulau Bali. Ada taman dan jejeran kursi payung yang bisa disewa di pantai ini.;4;1
428;maulinappany;Jarak yang hanya 2 km dari pusat kota Banyuwangi, menjadikan pantai 4 sebagai pantai favorit bagi warga Banyuwangi. Sekarang makin tertata rapi dan bersih. Namun sayang terganggu dengan pembangunan fasilitas Marina.;4;3
429;danny t;Tempat yang nyaman untuk menikmati waktu bersama teman atau keluarga. akses menuju lokasi mudah karena ditengah kota Banyuwangi, pantainya cukup bersih, sunrise indah disana, serta banyak pilihan kuliner atau jajanan. Wajib cobain kuliner yang namanya tahu walik kalau berkunjung ke pantai 4.;4;1
430;andik1pras;Pantai ini terletak di tengah-tengah kota tuban. Sangat mudah sekalai dicari dan terkenal, meskipun pantainya tidak sebagus dengan lainnya. Tiket masuk terjangkau dan tersedia lahan parkir yang luas. Cocok untuk wisata keluarga.;4;3
431;Hendrik K;Pantai indah yg bagus dg resto buat santai. Bersih, teratur, angin sepoi2 buat ngatuk di sore hari. Pas buat refreshing;4;1
432;suliana;Pegawai parkir disana kurang baik kepada para pengujung;4;2
433;Ellieya k;Pantai indah, letaknya jg dekat dg pemukiman masyarakat setempat. Saya kesana untuk liat pertunjukan tari gandrung 1000. Saya bela2in perjalanan jauh bawa bayi buat liat acara ini dan memang sangat indah. Patut dibanggakan, tdk hanya oleh warga banyuwangi tp bagi seluruh rakyat indonesia sbg kekayaan budaya bangsa. Tp syg nya tempatnya sangat panas dan tdk ada tempat berteduh. Smg ke dpn pantai 4 bis semakin bagus fasilitas umumnya.;4;3
434;Aditya W;Pantai ini terletak tidak jauh dari jantung kota Banyuwangi, jalan menuju tempat ini sangat mudah karena terdapat banyak petunjuk menuju tempat ini. Dari pantai ini kita dapat melihat pulau Bali bagian barat;4;1
435;Witaww;Pemandangan yg disuguhkan memang sangat cantik. Terlihat pulau bali nan megah, payung2 merah, panggung, dll. Tetapi SANGAT KOTOR, BANYAK SAMPAH! Menyedihkan sekali.. Sudah dibangun bagus tapi masih banyak sampah.;4;2
436;Indra M;Sore hari setelah icip makanan soto rujak mbok Nah yang cukup terkenal, kami mampir di pantai ini. Pantai ini ramai dengan hiburan yang ada, ada live musik, food hall, dan ranjang ranjang berpayung yang sagat cocok untuk bersantai sore hari. Biaya masuknya sangat murah, hanya saja kami dimintai uang ditengah tengah kami menikmati pemandangan dengan ranjang tersebut yang entah apakah itu memang retribusi asli atau tidak, karena tidak ada minimal dan bukti bayarnya;4;2
437;iwanskomari;Di Pantai 4, biasanya bulan Oktober ada acara besar Tarian Kolosal Gandrunng Sewu. Sungguh luar biasa. 1000 penari menari dipantai 4 menjelang Matahari terbenam;4;1
438;Albafica R;Pantai 4 merupakan ikon wisata di banyuwangi kota,dan menjadi tempat nongkrong murah dan hemat.......sebenarnya pantainya bagus dengan pemandangan pulau bali,namun sayang tidak terawat dan kesan kotor oleh sampah;4;2
439;lilwow;Pantainya sebenarnya bagus, tapi air lautnya keruh dan pantainya juga kotor. Jadi kesininya sebentar aja.;4;2
440;Choirul A;mantap benar lokasi stategis dan bener bener nyaman buat nyantai ... setiap tahunada festival jazz bertaraf nasional ... artis ibukota ... raisa bakal manggung agustus ini;4;1
441;Witaww;Pemandangan yg disuguhkan memang sangat cantik. Terlihat pulau bali nan megah, payung2 merah, panggung, dll. Tetapi SANGAT KOTOR, BANYAK SAMPAH! Menyedihkan sekali.. Sudah dibangun bagus tapi masih banyak sampah.;4;2
442;Jeffren B;Pantai 4 banyuwangi sebenarnya adalah merupakan pelabuhan angkutan dan perikanan, letaknya yang strategis berhadapan dengan selat bali (dengan Pulau Bali) kini pantai 4 bergerak membenahi diri menjadi salah satu objek Wisata Di Banyuwangi, terbukti dengan adanya PUJASERA dan taman di sekitar tepi pantai, dan tiap tahunnya di gunakan sebagai tempat Festival Gandrung Sewu dan Beach Jazz banyuwangi.;4;1
443;meyS;Sangat padat pengunjung sampai membuat kerumunan dimusim pandemi;4;2
444;doni a;Pantai ini sangat dekat dengan kota Banyuwangi, kemarin saya kesana pas sore hari. menurut saya pantai ini cukup indah, kita bisa melihat pulau bali diseberang. ada beberapa warung yang menjajakan makanan. klo anda lagi di Banyuwangi silahkan mampir ke Pantai ini.;4;1
445;LIZAO723;Pantai tidak terlalu bersih Warung hanya jual makanan ringan. Apabila tidak ada acara khusus misalnya tari gandrung kolosal. Tidak terlalu menarik untuk dikunjungi. Malam hari penerangan kurang. ;4;2
446;Risha Z;Pantainya dekat banget ama rumah saya, paling 5 menit langsung nyampae. Bersih sih, tapi sayang banyak tanaman yg layu fan gak terurus. Paling petugasnya malas ini hehehe;4;2
447;priyono_rd;pasir hitam yang pada saat siang hari di sinari matahari akan terasa panas ;4;2
448;bambang ;Sekeliling pesisir banyak sampah plastik;4;2
449;Ruli R;pantai yang indah dan tepat untuk melihat matahari terbit dari ujung timur pulau jawa. pantainya juga gampang diakses karena sangat dekat dengan kota banyuwangi;4;1
450;RosihanFahmi;Sebenarnya pantai ini tidak begitu bagus, karena omabk yang sangat kecil dan pasirnya hitam. Tapi pemerintah setempat luar biasa dalam mengelola tempat ini karena sangat dekat dengan pusat kota Banyuwangi. Ada taman2 yang indah dan pujasera di sekitarnya membuat suasana pantai menjadi lebih hidup terutama dimalam hari;4;3
451;JuliDwi;Pantai yang dulu sedikit terabaikan sekarang cantik dan menarik. Dahulu setiap minggu selalu ada senam aerobik bersama. sekarang sering diadakan festival national gandrung sewu..sungguh cantik dan mengagumkan;4;3
452;Nuris_isw;letaknya tidak jauh dari pusat kota, sangat mudah untuk mencapai tempat ini, ada taman di dekat pantai, juga food court dan tempat parkir yang luas, merupakan salah satu lokasi terbaik untuk melihat matahari terbit, tempat yang nyaman untuk bersantai sore hari, duduk ditaman dengan angin pantai yang sejuk akan membuat betah berlama-lama di tempat ini;4;1
453;tjutjukbs;Pantai 4 terletak di kelurahan Kampung Mandar kecamatan Banyuwangi. Pantai berpasir hitam dengan latar belakang pulau Bali, wisatawan selain dapat menikmati pemandangan pantai sambil minum kelapa muda dan fasilitas lain seperti berkuda. Fasilitas lainnya seperti amphitheater yang dapat digunakan sebagai panggung seni, food court yang masih dalam bentuk sederhana dengan gubug bambu untuk minum kopi atau kelapa muda. Di sepanjang bibir pantai tersedia kursi pantai dengan payung warna warni. ;4;3
454;RullyAnwar;datang sebelum festival banyuwangi .. mencoba makan sate hiu dan ternyataaa sangat enak,murah dan mengenyangkan;4;1
455;sukandaru p;Dulu pantai 4 ini kelihatan kumuh tidak terawat dan pantainya terhalang aliran sungai yang kotor. Namun sekarang sudah jauh beda,sudah tertata rapi dengan taman,meja-kursi dengan payung lebar ditepi pantai untuk menikmati panorama laut dengan latar belakang pulau Bali, juga dibangun panggung untuk acara festival (Sewu Gandrung, Culture Festival,Kuliner dll dengan menyabet rekor MURI), pelepasan tukik/anak penyu kelaut, dibeberapa tempat strategis dipajang 'Agenda /Kalender Festival Wisata' dan spanduk ajakan bapak Bupati untuk berpartisipasi dalam memajukan budaya-seni-wisata unggulan daerah Blambangan & kebanggan warga 'Lare Osing' ini. Perahu nelayan menarik jaring hasil tangkapan ikan,disisi barat ada dermaga untuk kapal mengangkut sembako dari/ke luar pulau, ada yang jogging & mandi dipantai Wah,pokoknya sangat menarik untuk kita datangi..!!;4;3
456;Cizka08;Saat ke Banyuwangi pengin menikmati pantai yang bersih dan tidak jauh dari pusat kota. Pantai 4-lah jawabannya. Lebaran kemarin piknik dengan keluarga di Pantai 4, area-nya luas, fasilitas memadai, bersih dan tertata apik membuat kami betah;4;1
457;Liha L;Tempatnya banyak sampah tidak terawat;4;2
458;egabram;Pantai 4 Banyuwangi terdapat di dekat Pusat Kota Banyuwangi. Pantai yang cukup indah, dimana sering dijadikan tempat buat event2 besar di Kota Banyuwangi. Pantai ini bukan jenis Pantai berpasir putih.;4;1
459;muvee_freak;pantai 4 ada di kota banyuwangi, sangat dekat dari kota. untuk pemandangan mungkin tak seindah pantai yang lain di banyuwangi. tapi cukup layak bila kita menengok pantai yang jadi andalan kota banyuwangi ini. pengelolaan pantai ini sudah cukup rapi dan bersih sehingga cukup nyaman;4;3
460;Agung Chrisnayanto;ini pantai kalau di kelola dengan bener akan jadi tempat wisata keluarga yang asyik, saat ini masih panas dan kurang bersih dan fasilitas kurang banget;4;2
461;INK;Saya pergi ke sana 2 kali dan menghasilkan begitu banyak. Hotel ini tidak sangat bersih tapi masih baik-baik saja. Ini adalah tempat yang bagus untuk pergi ke sana di pagi hari tidak begitu banyak orang dan Anda juga bisa mendapatkan sunrise yang sangat indah;4;3
462;Cah Travel;Pantai dengan konsep baru yang sangat menarik. Anda dapat dengan mudah pergi ke sana karena itu sangat dekat ke Banyuwangi.;4;1
463;chakrawras;hanya pantai yang layak dengan banyak orang dan seperti banyak pantai lain di kota (misalnya di Ancol Jakarta) itu hanya sedikit kotor. bagi saya itu hanya tidak layak waktu saya;4;2
464;elyta m;Mengapa pantai terawat? Karena pasir hitam, banyak sampah dan kurang jalan menuju pantai ini. Itu sangat menyedihkan karena pantai ini terletak dekat pusat kota sehingga dapat menjadi salah satu merek dagang di Banyuwangi. Saya harap pemerintah bisa bersih dan terawat dengan baik Pantai sesegera mungkin.;4;2
465;rkm;ini adalah tempat yang biasa. Mereka mengatakan bahwa mereka akan membangun sebuah marina di sini dengan perahu untuk pergi ke Tanjung Benoa Bali langsung tahun depan. aku pergi di sini karena saya hanya ingin memiliki makan malam di restoran terdekat yang menyajikan semua makanan hiu. Jika Anda pernah mengunjungi tempat ini, mencoba restoran ini, mereka melayani hidangan yang baik dari ikan hiu.;4;1
466;yogisaputro;Pantai ini terletak dekat dengan pusat kota. Orang yang bisa masuk dengan hanya 5000. Mampu mempertahankan infrastruktur periode yang baik dan bersih, tapi pantai itu sendiri adalah tidak. Ini adalah seperti orang-orang meninggalkan sampah dan limbah lainnya seperti nutshells yang sulit untuk bersih. Pasir dan air gelap. Tidak ada tempat menarik kecuali pemecah ombak yang jauh di utara dan trotoar dengan bangku. Dari tempat ini, Bali terlihat dan tampak hebat. Mungkin ini adalah tempat yang baik untuk melihat matahari terbit karena langsung menghadap ke pantai timur.  Tidak direkomendasikan untuk turis asing. Biasanya tempat ini ramai oleh townfolks yang ingin cepat melarikan diri.;4;2
467;Mudofir H;sangat dekat dari pusat kota Banyuwangi, sekitar 3 km. Laut biru dan langit sangat terganggu oleh pasir hitam yang kotor. Jalan yang buruk menuju pantai ini. Fasilitas umum seperti toilet yang buruk. Warung makanan yang sangat buruk, makanan sangat di bawah standar. Para petugas tidak ramah.;4;2
468;Fitri A;Saya sering mengunjungi pantai ini untuk mendapatkan makanan lokal dari pemilik yang menjual makanan di sini. Pantai itu sendiri adalah pelit dan kotor, tapi pemandangannya sangat bagus. Anda dapat melihat bali pulau di sini. Dan mencoba untuk melihat matahari terbit pertama di jawa dari sini.;4;3
469;kuudew;Karena lokasinya di sisi timur dari banyuwangi, berdekatan dengan selat baliy jadi banyak sampah yang terbawa arus hingga banyak sampah plastik yang terdampar disini :(;4;2
470;Sara R;Kami datang ke sini untuk matahari terbenam dan itu penuh dengan keluarga tetapi ada matahari terbenam yang bagus. Ada restoran di belakang di mana anda dapat memiliki makan siang yang menyenangkan dan beberapa kursi. Saya tidak yakin jika mereka membolehkan bikini di sini tetapi saya pasti akan tidak merekomendasikan hotel ini karena anda akan mungkin hanya memakai satu ini.;4;1
471;Putryapr;Aku pergi ke sana di 7am. Namun sinar matahari sudah bersinar begitu cerah. Itu sangat panas. Tidak ada yang istimewa untuk pemandangan, Pantai ini memiliki pasir hitam dengan kerikil kecil. Saya tidak menemukan kerang laut, dan anak-anak tidak terlalu senang tentang itu karena itu dilarang untuk berenang di laut.;4;2
472;RosihanFahmi;Meski tidak terlalu luas, tapi tempatnya sejuk karena banyak pohon-pohon besar. Di dalam lengkap fasilitasnya, ada penjual makanan-minuman, Toilet dan Musholla. Kalo capek mau jalan kaki bisa naik ATV atau Delman;5;3
473;Mas Yunus;"Viewnya alami, ada unsur magis, dan keren. Ada yang bilang mirip latar dalam film Lord of The Rings. View De Jawatan Forest Benculuk Banyuwangi bernuansa hutan. Ada sekitar 30-an pohon ""Trembesi"" berbalut tanaman lumut, keren untuk spot selfi! Ada rumah pohonnya. Tersedia juga beberapa ""dokar"" (andong). Sekedar mampir sekitar 20-30 menit sudah cukup untuk mengabadikan dan merasakan keunikannya.";5;2
474;emmasaragih;Kami tiba sekitar jam 11, sudah ramai karena libur akhir tahun. Hutan dengan pohon trembesi berumur ratusan tahun. Cukup disangkan masih banyak sampah....;5;2
475;padmatour surabaya;Kebiasaan orang membuang sampah sembarangan menjadi tempat tidak asri.;5;2
476;julihdiana;De 5 ini menjadi destinasi pertama yang saya kunjungi begitu tiba di banyuwangi. Namun tempatnya kotor banyak sampah plastik ditanaman semakin terlihat tidak bersih. ;5;2
477;Royhumardhani;jawatan terletak di Benculuk jaraknya kurang lebih 45 menit dari kota Banyuwangi, sesaat disana, kerasa seperti di film.. Pohon trambesi nya besar besar, sangat rindang dan sejuk. Tiket masuknya kalau saya ga salah Rp 3000/ orang, berhubung saya punya teman yang rumahnya disana, jadi saya free.. saya lewat belakang rumahnya.  disana ada dokar buat keliling area perhutani, dan juga ada beberapa spot foto tapi harus naik pohon, mungkin kalau lebih diperhatikan oleh pemkot akan lebih bagus dan indah;5;3
478;Indrag;Seakan berada dihutan Fangorn di film Lord of the Ring membayangkan pohon trembesi yang besar besar bergerak dan mengangkat para pengunjung di bahunya dan berjalan jalan mengelilingi hutan Benculuk;5;1
479;tepas2000;Lokasinya cuma 30 menit dari pusat kota. Banyak pohon trembesi berusia tua dan sangat tinggi mengingatkan pada hutan di film Lord of The Rings. Tidak ada fasilitas yang bisa dinikmati disini kecuali foto dengan pohon trembesi. Ada juga delman yang bisa disewa untuk mengelilingi hutan. Carilah spot foto yang bagus dan nikmatilah foto artistik dengan latar belakang pohon trembesi yang cantik;5;2
480;4nd1;Suasana teduh dgn pohon2 unik yg batang2nya di tumbuhi dgn daun2.Serasa sperti di film avatar saja.Bagus dan blm pernah saya temui di tempat lain;5;1
481;a_roch1;Jawatan Benculuk mungkin destinasi wisata di Banyuangi yang lokasinya dekat dengan kota jika dibandingkan dengan obyek yang lain yang kami rencanakan hari itu. Begitu kami masuk lokasi Jawatan Benculuk, kami sudah disuguhkan pohon-pohon besar trembesi yang dirambati tanaman tumpang seperti lumut atau tanaman parasit lainnya. Mengingatkan saya dengan beberapa foto Louisiana Plantation yang pernah saya lihat di internet.  Suasana hijau dan segar menyambut kami masuk. Semakin kami masuk dalam kawasan, semakin banyak pohon trembesi. Tanaman perdu memang sepertinya dibiarkan tumbuh begitu saja untuk menjaga keasrian.  Sayangnya, ada beberapa pengunjung nakal yang suka membuang sampah sembarangan. Jika Anda berkunjung kesana, yuk mari kita jaga lingkungan disana agar tetap asri !!;5;3
482;Irene J;Sayang banget suasana hijau dan adem tapi banyak sampah plastik berserakan.;5;2
483;Salim B;Tempatnya tidak jauh dari Kota, Adem.. Instragamable.. Pokoknya keren dan tiket masuk yang sangat murah...;5;1
